0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5.21090408079535e-06,0,0,0,0,0,0,0,0,0,0,0,0
7.29294818846701e-10,1.16669726107082e-21,0,2.23872867580861e-05,1.3899172973557e-16,0,0,0,0,0,0,0,0,0,0,0
1.79923032169607e-08,8.96161065575932e-19,0,0.000108266476818168,1.81012736479209e-14,0,0,0,0,0,0,0,0,0,0,0
4.44683521794528e-07,5.46470223959123e-16,0,0.000537594349549858,2.23120201230663e-12,0,0,0,0,0,0,0,0,0,0,0
1.10828972504415e-05,3.38631492089651e-13,0,0.0026825324710248,2.77726917256613e-10,0,3.40134107214061e-22,6.77544731571748e-19,0,0,0,0,0,0,0,0
0.000276312588768266,2.11014924450655e-10,0,0.0133647790825538,3.46202649311982e-08,0,5.08033333045093e-18,2.09680305402249e-15,0,0,0,0,0,0,0,0
0.00208679940291286,1.69821784219118e-08,0,0.0365513992617734,7.1872213803655e-07,6.7046040890198e-19,7.65380094753641e-15,7.24486195864465e-13,0,0,0,0,0,0,0,0
0.00684690557689827,2.09148722276156e-07,2.20219600638864e-18,0.0657988704290575,4.26807491465637e-06,1.65155205229643e-16,5.35800147685462e-13,2.02828698879986e-11,0,0,0,0,0,0,0,0
0.0189485592236736,1.65377522566542e-06,2.57183391671245e-16,0.108452272356644,1.96483761200529e-05,8.6948852547664e-15,1.39419760648339e-11,2.83630796401806e-10,0,0,0,0,0,0,0,0
0.0392962465124379,7.29050315707376e-06,7.16645831575568e-15,0.154576287542056,5.86569925027569e-05,1.43760277069536e-13,1.43513639941223e-10,1.87950789047609e-09,0,0,0,0,0,0,0,0
